NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
64021200	42370	4812		Pares
64021900	42370	4812		Pares
64022000	42370	4812		Pares
64029110	42370	4812		Pares
64029190	42370	4812		Pares
64029910	42370	4812		Pares
64029990	42370	4812		Pares
64031200	42370	4812		Pares
64031900	42370	4812		Pares
64032000	42370	4812		Pares
64034000	42370	4812		Pares
64035110	42370	4812		Pares
64035190	42370	4812		Pares
64035910	42370	4812		Pares
64035990	42370	4812		Pares
64039110	42370	4812		Pares
64039190	42370	4812		Pares
64039910	42370	4812		Pares
64039990	42370	4812		Pares
64041100	42370	4812		Pares
64041900	42370	4812		Pares
64042000	42370	4812		Pares
64051010	42370	4812		Pares
64051020	42370	4812		Pares
64051090	42370	4812		Pares
64052000	42370	4812		Pares
64059000	42370	4812		Pares
64061000	42370	4812		Pares
64062000	42370	48		Quilograma
64069010	42370	48		Quilograma
64069020	42370	48		Quilograma
64069090	42370	48		Quilograma
65010000	42370	48		Quilograma
65020010	42370	48		Quilograma
65020090	42370	48		Quilograma
65040010	42370	48		Quilograma
65040090	42370	48		Quilograma
65050011	42370	48		Quilograma
65050012	42370	48		Quilograma
65050019	42370	48		Quilograma
65050021	42370	48		Quilograma
65050022	42370	48		Quilograma
65050029	42370	48		Quilograma
65050031	42370	48		Quilograma
65050032	42370	48		Quilograma
65050039	42370	48		Quilograma
65050090	42370	48		Quilograma
65061000	42370	02/02/2026  Obs: No caso de NF-e de exportação, o emitente não deve usar esse código desde 01/02/2026	UN	Unidade
65061010	46054	4		Unidade
65061090	46054	4		Unidade
65069100	42370	48		Quilograma
65069900	42370	48		Quilograma
65070000	42370	48		Quilograma
66011000	42370	4		Unidade
66019110	42370	4		Unidade
66019190	42370	4		Unidade
66019900	42370	4		Unidade
66020000	42370	4		Unidade
66032000	42370	48		Quilograma
66039000	42370	48		Quilograma
67010000	42370	48		Quilograma
67021000	42370	48		Quilograma
67029000	42370	48		Quilograma
67030000	42370	48		Quilograma
67041100	42370	48		Quilograma
67041900	42370	48		Quilograma
67042000	42370	48		Quilograma
67049000	42370	48		Quilograma
68010000	42370	48		Quilograma
68021000	42370	48		Quilograma
68022100	42370	4118		Metro Quadrado
68022300	42370	4118		Metro Quadrado
68022900	42370	4118		Metro Quadrado
68029100	42370	48		Quilograma
68029200	42370	48		Quilograma
68029310	42370	48		Quilograma
68029390	42370	48		Quilograma
68029910	42370	48		Quilograma
68029990	42370	48		Quilograma
68030000	42370	48		Quilograma
68041000	42370	48		Quilograma
68042111	42370	48		Quilograma
68042119	42370	48		Quilograma
68042190	42370	48		Quilograma
68042211	42370	48		Quilograma
68042219	42370	48		Quilograma
68042290	42370	48		Quilograma
68042300	42370	48		Quilograma
68043000	42370	48		Quilograma
68051000	42370	48		Quilograma
68052000	42370	48		Quilograma
68053010	42370	48		Quilograma
68053020	42370	48		Quilograma
68053090	42370	48		Quilograma
68061000	42370	48		Quilograma
68062000	42370	48		Quilograma
68069010	42370	48		Quilograma
68069090	42370	48		Quilograma
68071000	42370	48		Quilograma
68079000	42370	48		Quilograma
68080000	42370	48		Quilograma
68091100	42370	48		Quilograma
68091900	42370	48		Quilograma
68099000	42370	48		Quilograma
68101100	42370	48		Quilograma
68101900	42370	48		Quilograma
68109100	42370	48		Quilograma
68109900	42370	48		Quilograma
68114000	42370	48		Quilograma
68118100	42370	48		Quilograma
68118200	42370	48		Quilograma
68118900	42370	48		Quilograma
68128000	42370	48		Quilograma
68129100	42370	48		Quilograma
68129910	42370	48		Quilograma
68129920	42370	48		Quilograma
68129930	42370	48		Quilograma
68129990	42370	48		Quilograma
68132000	42370	48		Quilograma
68138110	42370	48		Quilograma
68138190	42370	48		Quilograma
68138910	42370	48		Quilograma
68138990	42370	48		Quilograma
68141000	42370	48		Quilograma
68149000	42370	48		Quilograma
68151100	44652	48		Quilograma
68151200	44652	48		Quilograma
68151300	44652	48		Quilograma
68151900	44652	48		Quilograma
68152000	42370	48		Quilograma
68159110	42370	48		Quilograma
68159190	42370	48		Quilograma
68159911	42370	48		Quilograma
68159912	42370	48		Quilograma
68159913	42370	48		Quilograma
68159914	42370	48		Quilograma
68159919	42370	48		Quilograma
68159990	42370	48		Quilograma
69010000	42370	48		Quilograma
69021011	42370	48		Quilograma
69021018	42370	48		Quilograma
69021019	42370	48		Quilograma
69021090	42370	48		Quilograma
69022010	42370	48		Quilograma
69022091	42370	48		Quilograma
69022092	42370	48		Quilograma
69022093	42370	48		Quilograma
69022099	42370	48		Quilograma
69029010	42370	48		Quilograma
69029020	42370	48		Quilograma
69029030	42370	48		Quilograma
69029040	42370	48		Quilograma
69029090	42370	48		Quilograma
69031011	42370	48		Quilograma
69031012	42370	48		Quilograma
69031019	42370	48		Quilograma
69031020	42370	48		Quilograma
69031030	42370	48		Quilograma
69031040	42370	48		Quilograma
69031090	42370	48		Quilograma
69032010	42370	48		Quilograma
69032020	42370	48		Quilograma
69032030	42370	48		Quilograma
69032090	42370	48		Quilograma
69039011	42370	48		Quilograma
69039012	42370	48		Quilograma
69039019	42370	48		Quilograma
69039091	42370	48		Quilograma
69039092	42370	48		Quilograma
69039099	42370	48		Quilograma
69041000	42370	1311		Mil Unidades
69049000	42370	48		Quilograma
69051000	42370	48		Quilograma
69059000	42370	48		Quilograma
69060000	42370	48		Quilograma
69072100	42736	4118		Metro Quadrado
69072200	42736	4118		Metro Quadrado
69072300	42736	4118		Metro Quadrado
69073000	42736	4118		Metro Quadrado
69074000	42736	4118		Metro Quadrado
69091100	42370	48		Quilograma
69091210	42370	48		Quilograma
69091220	42370	48		Quilograma
69091230	42370	48		Quilograma
69091290	42370	48		Quilograma
69091910	42370	48		Quilograma
69091920	42370	48		Quilograma
69091930	42370	48		Quilograma
69091990	42370	48		Quilograma
69099000	42370	48		Quilograma
69101000	42370	4		Unidade
69109000	42370	4		Unidade
69111010	42370	48		Quilograma
69111090	42370	48		Quilograma
69119000	42370	48		Quilograma
69120000	42370	48		Quilograma
69131000	42370	48		Quilograma
69139000	42370	48		Quilograma
69141000	42370	48		Quilograma
69149000	42370	48		Quilograma
70010000	42370	48		Quilograma
70021000	42370	48		Quilograma
70022000	42370	48		Quilograma
70023100	42370	48		Quilograma
70023200	42370	48		Quilograma
70023900	42370	48		Quilograma
70031200	42370	4118		Metro Quadrado
70031900	42370	4118		Metro Quadrado
70032000	42370	4118		Metro Quadrado
70033000	42370	4118		Metro Quadrado
70042000	42370	4118		Metro Quadrado
70049000	42370	4118		Metro Quadrado
70051000	42370	4118		Metro Quadrado
70052100	42370	4118		Metro Quadrado
70052900	42370	4118		Metro Quadrado
70053000	42370	4118		Metro Quadrado
70060000	42370	48		Quilograma
70071100	42370	4		Unidade
70071900	42370	4118		Metro Quadrado
70072100	42370	4		Unidade
70072900	42370	4118		Metro Quadrado
70080000	42370	48		Quilograma
70091000	42370	48		Quilograma
70099100	42370	48		Quilograma
70099200	42370	48		Quilograma
70101000	42370	48		Quilograma
70102000	42370	48		Quilograma
70109011	42370	48		Quilograma
70109012	42370	48		Quilograma
70109021	42370	48		Quilograma
70109022	42370	48		Quilograma
70109090	42370	48		Quilograma
70111010	42370	48		Quilograma
70111021	42370	48		Quilograma
70111029	42370	48		Quilograma
70111090	42370	48		Quilograma
70112000	42370	48		Quilograma
70119000	42370	48		Quilograma
70131000	42370	48		Quilograma
70132200	42370	48		Quilograma
70132800	42370	48		Quilograma
70133300	42370	48		Quilograma
70133700	42370	48		Quilograma
70134100	42370	48		Quilograma
70134210	42370	48		Quilograma
70134290	42370	48		Quilograma
70134900	42370	48		Quilograma
70139110	42370	48		Quilograma
70139190	42370	48		Quilograma
70139900	42370	48		Quilograma
70140000	42370	48		Quilograma
70151010	42370	48		Quilograma
70151091	42370	48		Quilograma
70151092	42370	48		Quilograma
70159010	42370	48		Quilograma
70159020	42370	48		Quilograma
70159030	42370	48		Quilograma
70159090	42370	48		Quilograma
70161000	42370	48		Quilograma
70169000	42370	48		Quilograma
70171000	42370	48		Quilograma
70172000	42370	48		Quilograma
70179000	42370	48		Quilograma
70181010	42370	48		Quilograma
70181020	42370	48		Quilograma
70181090	42370	48		Quilograma
70182000	42370	48		Quilograma
70189000	42370	48		Quilograma
70191100	42370	48		Quilograma
70191210	42370	48		Quilograma
70191290	42370	48		Quilograma
70191300	44652	48		Quilograma
70191400	44652	48		Quilograma
70191500	44652	48		Quilograma
70191900	42370	48		Quilograma
70196100	44652	48		Quilograma
70196200	44652	48		Quilograma
70196300	44652	48		Quilograma
70196400	44652	48		Quilograma
70196500	44652	48		Quilograma
70196600	44652	48		Quilograma
70196900	44652	48		Quilograma
70197100	44652	48		Quilograma
70197200	44652	48		Quilograma
70197310	44652	48		Quilograma
70197390	44652	48		Quilograma
70198000	44652	48		Quilograma
70199000	44652	48		Quilograma
70200010	42370	48		Quilograma
70200090	42370	48		Quilograma
71011000	42370	514		Grama
71012100	42370	514		Grama
71012200	42370	514		Grama
71021000	42370	1912		Quilate
71022100	42370	1912		Quilate
71022900	42370	1912		Quilate
71023100	42370	1912		Quilate
71023900	42370	1912		Quilate
71031000	42370	48		Quilograma
71039100	42370	1912		Quilate
71039900	42370	1912		Quilate
71041000	42370	48		Quilograma
71042100	44652	48		Quilograma
71042900	44652	48		Quilograma
71049100	44652	48		Quilograma
71049900	44652	48		Quilograma
71051000	42370	1912		Quilate
71059000	42370	48		Quilograma
71061000	42370	48		Quilograma
71069100	42370	48		Quilograma
71069210	42370	48		Quilograma
71069220	42370	48		Quilograma
71069290	42370	48		Quilograma
71070000	42370	48		Quilograma
71081100	42370	48		Quilograma
71081210	42370	48		Quilograma
71081290	42370	48		Quilograma
71081310	42370	48		Quilograma
71081390	42370	48		Quilograma
71082000	42370	48		Quilograma
71090000	42370	48		Quilograma
71101100	42370	48		Quilograma
71101910	42370	48		Quilograma
71101990	42370	48		Quilograma
71102100	42370	48		Quilograma
71102900	42370	48		Quilograma
71103100	42370	48		Quilograma
71103900	42370	48		Quilograma
71104100	42370	48		Quilograma
71104900	42370	48		Quilograma
71110000	42370	48		Quilograma
71123010	42370	48		Quilograma
71123020	42370	48		Quilograma
71123090	42370	48		Quilograma
71129100	42370	48		Quilograma
71129200	42370	48		Quilograma
71129900	42370	48		Quilograma
71131100	42370	48		Quilograma
71131900	42370	48		Quilograma
71132000	42370	48		Quilograma
71141100	42370	48		Quilograma
71141900	42370	48		Quilograma
71142000	42370	48		Quilograma
71151000	42370	48		Quilograma
71159000	42370	48		Quilograma
71161000	42370	48		Quilograma
71162010	42370	48		Quilograma
71162020	42370	48		Quilograma
71162090	42370	48		Quilograma
71171100	42370	48		Quilograma
71171900	42370	48		Quilograma
71179000	42370	48		Quilograma
71181010	42370	48		Quilograma
71181090	42370	48		Quilograma
71189000	42370	48		Quilograma
72011000	42370	48		Quilograma
72012000	42370	48		Quilograma
72015000	42370	48		Quilograma
72021100	42370	48		Quilograma
72021900	42370	48		Quilograma
72022100	42370	48		Quilograma
72022900	42370	48		Quilograma
72023000	42370	48		Quilograma
72024100	42370	48		Quilograma
72024900	42370	48		Quilograma
72025000	42370	48		Quilograma
72026000	42370	48		Quilograma
72027000	42370	48		Quilograma
72028000	42370	48		Quilograma
72029100	42370	48		Quilograma
72029200	42370	48		Quilograma
72029300	42370	48		Quilograma
72029910	42370	48		Quilograma
72029990	42370	48		Quilograma
72031000	42370	48		Quilograma
72039000	42370	48		Quilograma
72041000	42370	48		Quilograma
72042100	42370	48		Quilograma
72042900	42370	48		Quilograma
72043000	42370	48		Quilograma
72044100	42370	48		Quilograma
72044900	42370	48		Quilograma
72045000	42370	48		Quilograma
72051000	42370	48		Quilograma
72052100	42370	48		Quilograma
72052910	42370	48		Quilograma
72052920	42370	48		Quilograma
72052990	42370	48		Quilograma
72061000	42370	48		Quilograma
72069000	42370	48		Quilograma
72071110	42370	48		Quilograma
72071190	42370	48		Quilograma
72071200	42370	48		Quilograma
72071900	42370	48		Quilograma
72072000	42370	48		Quilograma
72081000	42370	48		Quilograma
72082500	42370	48		Quilograma
72082610	42370	48		Quilograma
72082690	42370	48		Quilograma
72082710	42370	48		Quilograma
72082790	42370	48		Quilograma
72083610	42370	48		Quilograma
72083690	42370	48		Quilograma
72083700	42370	48		Quilograma
72083810	42370	48		Quilograma
72083890	42370	48		Quilograma
72083910	42370	48		Quilograma
72083990	42370	48		Quilograma
72084000	42370	48		Quilograma
72085100	42370	48		Quilograma
72085200	42370	48		Quilograma
72085300	42370	48		Quilograma
72085400	42370	48		Quilograma
72089000	42370	48		Quilograma
72091500	42370	48		Quilograma
72091600	42370	48		Quilograma
72091700	42370	48		Quilograma
72091800	42370	48		Quilograma
72092500	42370	48		Quilograma
72092600	42370	48		Quilograma
72092700	42370	48		Quilograma
72092800	42370	48		Quilograma
72099000	42370	48		Quilograma
72101100	42370	48		Quilograma
72101200	42370	48		Quilograma
72102000	42370	48		Quilograma
72103010	42370	48		Quilograma
72103090	42370	48		Quilograma
72104110	42370	48		Quilograma
72104190	42370	48		Quilograma
72104910	42370	48		Quilograma
72104990	42370	48		Quilograma
72105000	42370	48		Quilograma
72106100	42370	48		Quilograma
72106911	42370	48		Quilograma
72106919	42370	48		Quilograma
72106990	42370	48		Quilograma
72107010	42370	48		Quilograma
72107020	42370	48		Quilograma
72109000	42370	48		Quilograma
72111300	42370	48		Quilograma
72111400	42370	48		Quilograma
72111900	42370	48		Quilograma
72112300	42370	48		Quilograma
72112910	42370	48		Quilograma
72112920	42370	48		Quilograma
72119010	42370	48		Quilograma
72119090	42370	48		Quilograma
72121000	42370	48		Quilograma
72122010	42370	48		Quilograma
72122090	42370	48		Quilograma
72123000	42370	48		Quilograma
72124010	42370	48		Quilograma
72124021	42370	48		Quilograma
72124029	42370	48		Quilograma
72125010	42370	48		Quilograma
72125090	42370	48		Quilograma
72126000	42370	48		Quilograma
72131000	42370	48		Quilograma
72132000	42370	48		Quilograma
72139110	42370	48		Quilograma
72139190	42370	48		Quilograma
72139910	42370	48		Quilograma
72139990	42370	48		Quilograma
72141010	42370	48		Quilograma
72141090	42370	48		Quilograma
72142000	42370	48		Quilograma
72143000	42370	48		Quilograma
72149100	42370	48		Quilograma
72149910	42370	48		Quilograma
72149990	42370	48		Quilograma
72151000	42370	48		Quilograma
72155000	42370	48		Quilograma
72159010	42370	48		Quilograma
72159090	42370	48		Quilograma
72161000	42370	48		Quilograma
72162100	42370	48		Quilograma
72162200	42370	48		Quilograma
72163100	42370	48		Quilograma
72163200	42370	48		Quilograma
72163300	42370	48		Quilograma
72164010	42370	48		Quilograma
72164090	42370	48		Quilograma
72165000	42370	48		Quilograma
72166110	42370	48		Quilograma
72166190	42370	48		Quilograma
72166910	42370	48		Quilograma
72166990	42370	48		Quilograma
72169100	42370	48		Quilograma
72169900	42370	48		Quilograma
72171011	42370	48		Quilograma
72171019	42370	48		Quilograma
72171090	42370	48		Quilograma
72172010	42370	48		Quilograma
72172090	42370	48		Quilograma
72173010	42370	48		Quilograma
72173090	42370	48		Quilograma
72179000	42370	48		Quilograma
72181000	42370	48		Quilograma
72189100	42370	48		Quilograma
72189900	42370	48		Quilograma
72191100	42370	48		Quilograma
72191200	42370	48		Quilograma
72191300	42370	48		Quilograma
72191400	42370	48		Quilograma
72192100	42370	48		Quilograma
72192200	42370	48		Quilograma
72192300	42370	48		Quilograma
72192400	42370	48		Quilograma
72193100	42370	48		Quilograma
72193200	42370	48		Quilograma
72193300	42370	48		Quilograma
72193400	42370	48		Quilograma
72193500	42370	48		Quilograma
72199010	42370	48		Quilograma
72199090	42370	48		Quilograma
72201100	42370	48		Quilograma
72201210	42370	48		Quilograma
72201220	42370	48		Quilograma
72201290	42370	48		Quilograma
72202010	42370	48		Quilograma
72202090	42370	48		Quilograma
72209000	42370	48		Quilograma
72210000	42370	48		Quilograma
72221100	42370	48		Quilograma
72221910	42370	48		Quilograma
72221990	42370	48		Quilograma
72222000	42370	48		Quilograma
72223000	42370	48		Quilograma
72224010	42370	48		Quilograma
72224090	42370	48		Quilograma
72230000	42370	48		Quilograma
72241000	42370	48		Quilograma
72249000	42370	48		Quilograma
72251100	42370	48		Quilograma
72251900	42370	48		Quilograma
72253000	42370	48		Quilograma
72254010	42370	48		Quilograma
72254020	42370	48		Quilograma
72254090	42370	48		Quilograma
72255010	42370	48		Quilograma
72255090	42370	48		Quilograma
72259100	42370	48		Quilograma
72259200	42370	48		Quilograma
72259910	42370	48		Quilograma
72259990	42370	48		Quilograma
72261100	42370	48		Quilograma
72261900	42370	48		Quilograma
72262010	42370	48		Quilograma
72262090	42370	48		Quilograma
72269100	42370	48		Quilograma
72269200	42370	48		Quilograma
72269900	42370	48		Quilograma
72271000	42370	48		Quilograma
72272000	42370	48		Quilograma
72279000	42370	48		Quilograma
72281010	42370	48		Quilograma
72281090	42370	48		Quilograma
72282000	42370	48		Quilograma
72283000	42370	48		Quilograma
72284000	42370	48		Quilograma
72285000	42370	48		Quilograma
72286000	42370	48		Quilograma
72287000	42370	48		Quilograma
72288000	42370	48		Quilograma
72292000	42370	48		Quilograma
72299000	42370	48		Quilograma
73011000	42370	48		Quilograma
73012000	42370	48		Quilograma
73021010	42370	48		Quilograma
73021090	42370	48		Quilograma
73023000	42370	48		Quilograma
73024000	42370	48		Quilograma
73029000	42370	48		Quilograma
73030000	42370	48		Quilograma
73041100	42370	48		Quilograma
73041900	42370	48		Quilograma
73042200	42370	48		Quilograma
73042310	42370	48		Quilograma
73042390	42370	48		Quilograma
73042400	42370	48		Quilograma
73042910	42370	48		Quilograma
73042931	42370	48		Quilograma
73042939	42370	48		Quilograma
73042990	42370	48		Quilograma
73043110	42370	48		Quilograma
73043190	42370	48		Quilograma
